date,year,month,quarter,period,flow_code,flow_label,partner_iso,partner_name,hs_code,hs_description,primary_value_usd,fob_value_usd,cif_value_usd,is_reported
2015-02-01,2015,2,1,201502,X,exports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",28268061.0,28268061.0,0.0,False
2015-02-01,2015,2,1,201502,X,exports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",20429395.0,20429395.0,0.0,False
2015-02-01,2015,2,1,201502,X,exports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8878826.0,8878826.0,0.0,False
2015-02-01,2015,2,1,201502,X,exports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",139414904.0,139414904.0,0.0,False
2015-02-01,2015,2,1,201502,X,exports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",33345240.0,33345240.0,0.0,False
2015-02-01,2015,2,1,201502,X,exports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",94398056.0,94398056.0,0.0,False
2015-02-01,2015,2,1,201502,X,exports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",12813766.0,12813766.0,0.0,False
2015-02-01,2015,2,1,201502,X,exports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",681026721.0,681026721.0,0.0,False
2015-02-01,2015,2,1,201502,M,imports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",495085754.0,0.0,495085754.0,False
2015-02-01,2015,2,1,201502,M,imports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",23580080.0,0.0,23580080.0,False
